,structure,GH,ads-bandcenter,Lads-H,Nval,EI,EA,Enads,CN,Lpa,LPb,Ssur,Lau-H,Cads,Pstr,CAX,CAY,CAZ-M,Cads-val,deltaEA,Erel
583,2-MoS-Au-1,0.98252409,-2.665418975,1.3705,4,10.36,2.07,2.58,1,9.7697,9.769700002,82.65955972,4.976977493,6.450142,2,-1.625818459,4.61788271,2.864797228,2.450142,1.325,0.96296878
584,2-MoS-Au-1,-0.46175831,-2.518364784,1.5892,10,9.225,2.309,2.54,1,9.7697,9.769700002,82.65955972,1.589185372,10.842727,2,4.152804522,4.277556002,5.351443699,0.842727,0.239,0.96296878
585,2-MoS-Au-1,1.13962827,-2.712795606,2.171733333,4,10.36,2.07,2.58,3,9.7697,9.769700002,82.65955972,4.991198082,6.455372333,2,7.550618157,1.28322368,2.640600849,2.455372333,1.325,0.96296878
586,2-MoS-Au-1,0.98264579,-2.665418975,1.3713,4,10.36,2.07,2.58,1,9.7697,9.769700002,82.65955972,4.97094129,6.450142,2,-1.613256519,4.624659771,2.866764509,2.450142,1.325,0.96296878
587,2-MoS-Au-1,-0.46138589,-2.518364784,1.5897,10,9.225,2.309,2.54,1,9.7697,9.769700002,82.65955972,1.589644307,10.842727,2,2.372571414,5.057400798,5.349258166,0.842727,0.239,0.96296878
588,2-MoS-Au-1,1.06628388,-2.7257617,2.1263,4,10.36,2.07,2.58,3,9.7697,9.769700002,82.65955972,3.115400583,6.454757333,2,1.573011505,5.983479766,2.609848394,2.454757333,1.325,0.96296878
589,2-MoS-Au-1,-0.46180912,-2.518364784,1.5894,10,9.225,2.309,2.54,1,9.7697,9.769700002,82.65955972,1.589356268,10.842727,2,4.128841837,4.21757919,5.336487091,0.842727,0.239,0.96296878
590,2-MoS-Au-2,-0.62909751,-2.761973252,1.59,10,9.225,2.309,2.54,1,9.7697,9.769700002,82.65955972,1.58999587,11.001272,2,2.705700886,2.437905698,5.359994137,1.001272,0.239,0.96296878
591,2-MoS-Au-2,-0.63034552,-2.761973252,1.5895,10,9.225,2.309,2.54,1,9.7697,9.769700002,82.65955972,1.589477908,11.001272,2,2.678755774,1.300333393,5.353576647,1.001272,0.239,0.96296878
592,2-MoS-Au-2,-0.62633929,-2.761973252,1.589,10,9.225,2.309,2.54,1,9.7697,9.769700002,82.65955972,1.588978477,11.001272,2,2.153115761,3.886144756,5.320549863,1.001272,0.239,0.96296878
593,2-MoS-Au-2,1.02281045,-2.171690576,1.9248,4.333333333,9.270666667,1.628333333,2.44,3,9.7697,9.769700002,82.65955972,5.167178333,8.649375667,2,6.553636673,0.686025424,1.912644766,4.316042333,0.441666667,0.96296878
594,2-MoS-Au-2,1.17077734,-2.197895183,1.920333333,4.333333333,9.270666667,1.628333333,2.44,3,9.7697,9.769700002,82.65955972,3.558806107,8.686693,2,-1.537716366,3.530116081,1.918665388,4.353359667,0.441666667,0.96296878
595,2-MoS-Au-2,1.0546044,-2.131091561,1.903533333,4.333333333,9.270666667,1.628333333,2.44,3,9.7697,9.769700002,82.65955972,2.942024244,8.664769,2,5.050426305,3.536125964,1.900860828,4.331435667,0.441666667,0.96296878
596,2-MoS-Au-2,1.06129891,-2.749350797,2.1206,4,10.36,2.07,2.58,3,9.7697,9.769700002,82.65955972,2.973229115,6.408299,2,1.628686606,6.013713472,2.627656936,2.408299,1.325,0.96296878
597,2-MoS-Au-2,0.86555233,-2.690712483,1.3706,4,10.36,2.07,2.58,1,9.7697,9.769700002,82.65955972,4.134944962,6.414961,2,-1.552405165,4.672152219,2.866716214,2.414961,1.325,0.96296878
598,2-MoS-Au-2,0.89636267,-2.678690582,2.1487,4,10.36,2.07,2.58,3,9.7697,9.769700002,82.65955972,3.319542218,6.378903333,2,5.462315874,6.854264485,2.628934613,2.378903333,1.325,0.96296878
599,2-MoS-Au-2,-0.6275237,-2.761973252,1.5895,10,9.225,2.309,2.54,1,9.7697,9.769700002,82.65955972,1.589410929,11.001272,2,0.720403741,2.352513797,5.344363879,1.001272,0.239,0.96296878
600,2-MoS-Au-2,0.8167808,-2.688098981,1.3716,4,10.36,2.07,2.58,1,9.7697,9.769700002,82.65955972,4.938053272,6.425619,2,6.511821323,1.804574864,2.869807968,2.425619,1.325,0.96296878
601,2-MoS-Au-2,0.98488503,-2.690712483,1.3696,4,10.36,2.07,2.58,1,9.7697,9.769700002,82.65955972,3.854656746,6.414961,2,-1.638662315,4.707530132,2.863764272,2.414961,1.325,0.96296878
602,2-MoS-Au-2,0.98420107,-2.680453704,1.3693,4,10.36,2.07,2.58,1,9.7697,9.769700002,82.65955972,3.787226051,6.402608,2,4.894317282,4.707236184,2.86346504,2.402608,1.325,0.96296878
603,2-MoS-Au-2,1.00310368,-2.693106227,1.3702,4,10.36,2.07,2.58,1,9.7697,9.769700002,82.65955972,4.982818661,6.367719,2,3.251206422,7.524148263,2.858957543,2.367719,1.325,0.96296878
604,2-MoS-Au-2,0.81657829,-2.697776603,1.3701,4,10.36,2.07,2.58,1,9.7697,9.769700002,82.65955972,4.866709426,6.40303,2,0.068967133,7.563712747,2.865189752,2.40303,1.325,0.96296878
605,2-MoS-Au-2,0.91493577,-2.686421723,2.161233333,4,10.36,2.07,2.58,3,9.7697,9.769700002,82.65955972,3.644198723,6.414396,2,-2.708486465,4.142576568,2.638193165,2.414396,1.325,0.96296878
606,2-MoS-Au-2,-0.63291368,-2.761973252,1.5905,10,9.225,2.309,2.54,1,9.7697,9.769700002,82.65955972,1.590444446,11.001272,2,1.534478403,4.119236347,5.38523311,1.001272,0.239,0.96296878
607,0-WS-Au-1,1.312538,-2.988290739,2.134066667,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,5.267402799,6.277580667,0,-2.144194207,6.811807099,2.664895747,2.277580667,1.255,0.96282729
608,0-WS-Au-1,1.4097122,-2.345473665,1.915933333,4,9.566666667,1.651666667,2.506666667,3,9.6526,9.652599998,80.68991365,3.65261014,8.681735667,0,5.868392126,5.245427027,1.898925201,4.681735667,0.418333333,0.96282729
609,0-WS-Au-1,1.25772897,-3.050999212,2.1791,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.313151871,6.276598667,0,4.194549552,6.803780405,2.700444059,2.276598667,1.255,0.96282729
610,0-WS-Au-1,-0.49836559,-2.539138026,1.5906,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.590509347,10.98239,0,3.209126625,2.625892181,5.392920852,0.98239,0.239,0.96282729
611,0-WS-Au-1,1.5434124,-3.018386008,1.939666667,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,5.658582136,6.259899667,0,8.042386566,0.92800246,2.449016643,2.259899667,1.255,0.96282729
612,0-WS-Au-1,1.42597081,-2.326402203,1.9119,4,9.566666667,1.651666667,2.506666667,3,9.6526,9.652599998,80.68991365,5.078096257,8.680619333,0,-1.610411606,3.435002355,1.899105714,4.680619333,0.418333333,0.96282729
613,0-WS-Au-1,1.57660691,-2.988290739,1.941766667,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,5.639500508,6.277580667,0,-1.609744197,6.501221397,2.454326123,2.277580667,1.255,0.96282729
614,0-WS-Au-1,-0.49653981,-2.539138026,1.5908,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.590710334,10.98239,0,3.224189288,2.714957777,5.37220463,0.98239,0.239,0.96282729
615,0-WS-Au-1,1.21376848,-2.987253732,1.3794,4,10.36,2.07,2.58,1,9.6526,9.652599998,80.68991365,4.921916317,6.262911,0,-1.60765065,4.575473774,2.897531891,2.262911,1.255,0.96282729
616,0-WS-Au-1,-0.49840816,-2.539138026,1.5917,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.591688313,10.98239,0,4.161701597,4.29046767,5.389375857,0.98239,0.239,0.96282729
617,0-WS-Au-1,1.22391946,-3.050999212,2.107733333,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.090644422,6.276598667,0,4.86193931,5.924823479,2.635810762,2.276598667,1.255,0.96282729
618,0-WS-Au-1,1.25856405,-3.050999212,2.147033333,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.866765402,6.276598667,0,5.364458112,6.841884128,2.668418398,2.276598667,1.255,0.96282729
619,0-WS-Au-1,1.30493937,-3.018386008,2.120566667,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,5.048033809,6.259899667,0,8.04944114,0.329348204,2.644231354,2.259899667,1.255,0.96282729
620,0-WS-Au-1,1.32719824,-3.014494551,1.3783,4,10.36,2.07,2.58,1,9.6526,9.652599998,80.68991365,5.5598114,6.248251,0,3.191513353,7.430961854,2.893386018,2.248251,1.255,0.96282729
621,0-WS-Au-2,-0.70198411,-2.492844939,1.5916,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.591545763,11.008124,0,1.607831204,3.924777147,5.400514584,1.008124,0.239,0.96282729
622,0-WS-Au-2,-0.70136572,-2.492844939,1.5906,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.590587645,11.008124,0,2.56990886,2.222039352,5.396748752,1.008124,0.239,0.96282729
623,0-WS-Au-2,-0.69999502,-2.492844939,1.5905,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.590471253,11.008124,0,1.605071038,3.813617947,5.378302027,1.008124,0.239,0.96282729
624,0-WS-Au-2,1.02054255,-2.98566373,2.112066667,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.112663146,6.238956,0,6.914957009,4.057673313,2.637821423,2.238956,1.255,0.96282729
625,0-WS-Au-2,1.02512948,-3.042750105,2.107633333,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.075093046,6.273656333,0,1.664975299,5.920764805,2.632758465,2.273656333,1.255,0.96282729
626,0-WS-Au-2,1.22404475,-2.322219868,1.904166667,4,9.566666667,1.651666667,2.506666667,3,9.6526,9.652599998,80.68991365,5.09391023,8.662607,0,2.196672009,8.070534368,1.900581424,4.662607,0.418333333,0.96282729
627,0-WS-Au-2,-0.69892737,-2.492844939,1.5904,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.590380169,11.008124,0,1.610231854,3.759436941,5.364771543,1.008124,0.239,0.96282729
628,0-WS-Au-2,1.01928134,-2.98566373,2.116733333,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.172539835,6.238956,0,-2.721684081,4.048045357,2.643033006,2.238956,1.255,0.96282729
629,0-WS-Au-2,1.81517099,-0.932467562,1.857933333,4,7.98,0.815,2.36,3,9.6526,9.652599998,80.68991365,3.993038824,13.474944,0,-3.253229745,7.444135457,0.015522489,9.474944,-1.255,0.96282729
630,0-WS-Au-2,-0.70202258,-2.492844939,1.5904,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.590398831,11.008124,0,2.589087579,2.217522323,5.396944381,1.008124,0.239,0.96282729
631,0-WS-Au-2,1.22345884,-2.986805904,1.3778,4,10.36,2.07,2.58,1,9.6526,9.652599998,80.68991365,4.939941268,6.209882,0,6.434884463,1.846342988,2.892049211,2.209882,1.255,0.96282729
632,0-WS-Au-2,-0.70002456,-2.492844939,1.5907,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.590685217,11.008124,0,0.818469666,4.318536745,5.372818885,1.008124,0.239,0.96282729
633,0-WS-Au-2,1.02552362,-3.037805809,2.115433333,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.062641529,6.249825667,0,8.57580129,1.190329525,2.645941342,2.249825667,1.255,0.96282729
634,0-WS-Au-2,1.02070257,-2.991119709,2.115466667,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.132078792,6.287334,0,-4.29059283,6.757375257,2.643556297,2.287334,1.255,0.96282729
635,0-WS-Au-2,-0.70114677,-2.492844939,1.5899,10,9.225,2.309,2.54,1,9.6526,9.652599998,80.68991365,1.589810921,11.008124,0,0.806826642,1.788479982,5.376915224,1.008124,0.239,0.96282729
636,0-WS-Au-2,1.01949855,-2.98566373,2.1147,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.134750319,6.238956,0,6.914747919,4.062164484,2.642237299,2.238956,1.255,0.96282729
637,0-WS-Au-2,1.05373973,-3.042750105,2.175,4,10.36,2.07,2.58,3,9.6526,9.652599998,80.68991365,3.907084039,6.273656333,0,2.190461171,6.877937275,2.689568836,2.273656333,1.255,0.96282729
638,05-WS-Au-1,1.32073687,-3.008254471,2.1491,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,5.34930256,6.271907667,0.5,-2.168342488,6.858346505,2.660425423,2.271907667,1.255,0.96275618
639,05-WS-Au-1,1.58046461,-3.038466996,1.953433333,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,5.682152258,6.292768333,0.5,8.08273675,0.932785218,2.453829857,2.292768333,1.255,0.96275618
640,05-WS-Au-1,-0.49296088,-2.521527611,1.5891,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.589042385,10.9279,0.5,1.529977269,3.961833938,5.379546086,0.9279,0.239,0.96275618
641,05-WS-Au-1,1.41892964,-2.341280987,1.9053,4,9.566666667,1.651666667,2.506666667,3,9.7009,9.7009,81.49945175,5.137502865,8.663242,0.5,-1.618782113,3.446138689,1.864170787,4.663242,0.418333333,0.96275618
642,05-WS-Au-1,-0.49413568,-2.521527611,1.5903,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.590204807,10.9279,0.5,2.23724447,4.859116287,5.388314435,0.9279,0.239,0.96275618
643,05-WS-Au-1,1.39909872,-2.350912106,1.9067,4,9.566666667,1.651666667,2.506666667,3,9.7009,9.7009,81.49945175,3.708844196,8.679685667,0.5,5.913070151,5.281551614,1.860518813,4.679685667,0.418333333,0.96275618
644,05-WS-Au-1,1.32141537,-3.008254471,2.144966667,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,5.384221607,6.271907667,0.5,-1.064481925,6.841390349,2.656285153,2.271907667,1.255,0.96275618
645,05-WS-Au-1,-0.4911468,-2.521527611,1.5895,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.589474996,10.9279,0.5,4.106473882,4.207761149,5.345978518,0.9279,0.239,0.96275618
646,05-WS-Au-1,1.2054078,-3.008975351,1.3784,4,10.36,2.07,2.58,1,9.7009,9.7009,81.49945175,4.932976857,6.266893,0.5,-1.616150872,4.570161689,2.884472053,2.266893,1.255,0.96275618
647,05-WS-Au-1,-0.49122696,-2.521527611,1.5889,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.588807922,10.9279,0.5,4.074666689,4.218838263,5.345828517,0.9279,0.239,0.96275618
648,05-WS-Au-1,1.31919859,-3.038466996,2.1288,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,5.050698624,6.292768333,0.5,7.559080349,1.239282069,2.633849795,2.292768333,1.255,0.96275618
649,05-WS-Au-1,1.26611244,-3.064231927,2.164733333,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,3.92762849,6.275008667,0.5,-0.581186278,4.042896994,2.669023075,2.275008667,1.255,0.96275618
650,05-WS-Au-1,-0.49230481,-2.521527611,1.5898,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.589746231,10.9279,0.5,2.408510702,4.793079366,5.363156227,0.9279,0.239,0.96275618
651,05-WS-Au-1,1.23736389,-3.070184364,2.109833333,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,3.034724159,6.293743,0.5,4.910415331,5.96255173,2.621046764,2.293743,1.255,0.96275618
652,05-WS-Au-1,-0.48764503,-2.521527611,1.5887,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.588630195,10.9279,0.5,3.968511869,4.208609808,5.324162283,0.9279,0.239,0.96275618
653,05-WS-Au-2,-0.69558663,-2.499923453,1.5885,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.588414429,10.915141,0.5,0.711549992,2.279937929,5.359961565,0.915141,0.239,0.96275618
654,05-WS-Au-2,-0.69536958,-2.499923453,1.589,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.588988749,10.915141,0.5,2.508436306,2.275924951,5.361460348,0.915141,0.239,0.96275618
655,05-WS-Au-2,-0.69620897,-2.499923453,1.5899,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.589872496,10.915141,0.5,4.06576906,4.221486273,5.347501009,0.915141,0.239,0.96275618
656,05-WS-Au-2,1.24883073,-2.306107672,1.873766667,4,9.566666667,1.651666667,2.506666667,3,9.7009,9.7009,81.49945175,2.86485734,8.68234,0.5,0.487568329,-0.508976207,1.862522331,4.68234,0.418333333,0.96275618
657,05-WS-Au-2,1.06009353,-3.011638719,2.146733333,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,3.863346451,6.283291333,0.5,7.001837252,4.08523065,2.65623175,2.283291333,1.255,0.96275618
658,05-WS-Au-2,1.03251665,-3.054247982,2.114866667,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,3.062112935,6.297749333,0.5,1.661838029,5.954198314,2.627171071,2.297749333,1.255,0.96275618
659,05-WS-Au-2,-0.69921643,-2.499923453,1.5913,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.591211687,10.915141,0.5,0.509500236,2.149010655,5.399832075,0.915141,0.239,0.96275618
660,05-WS-Au-2,1.21952017,-2.340591627,1.9044,4,9.566666667,1.651666667,2.506666667,3,9.7009,9.7009,81.49945175,5.18012867,8.669131,0.5,2.170630126,8.083755365,1.864916908,4.669131,0.418333333,0.96275618
661,05-WS-Au-2,1.21388765,-3.019044163,1.377,4,10.36,2.07,2.58,1,9.7009,9.7009,81.49945175,4.960195751,6.228066,0.5,6.467291702,1.861025616,2.881576383,2.228066,1.255,0.96275618
662,05-WS-Au-2,-0.69466165,-2.499923453,1.5895,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.589467134,10.915141,0.5,-0.07704893,2.80493072,5.33330778,0.915141,0.239,0.96275618
663,05-WS-Au-2,-0.69829149,-2.499923453,1.5898,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.58971664,10.915141,0.5,1.551181178,3.954012562,5.38100655,0.915141,0.239,0.96275618
664,05-WS-Au-2,1.03363743,-3.061464818,2.1126,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,3.040975047,6.267182667,0.5,8.608005463,1.17846954,2.624921592,2.267182667,1.255,0.96275618
665,05-WS-Au-2,1.02849888,-3.005327618,2.1192,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,3.171306893,6.293762,0.5,-4.32659134,6.800603501,2.631609391,2.293762,1.255,0.96275618
666,05-WS-Au-2,-0.69856219,-2.499923453,1.5907,10,9.225,2.309,2.54,1,9.7009,9.7009,81.49945175,1.590633018,10.915141,0.5,1.591833993,3.990354636,5.378370007,0.915141,0.239,0.96275618
667,05-WS-Au-2,1.06070389,-3.054247982,2.183166667,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,3.813267137,6.297749333,0.5,2.194663955,6.914157212,2.684587266,2.297749333,1.255,0.96275618
668,05-WS-Au-2,1.05687213,-3.011638719,2.157833333,4,10.36,2.07,2.58,3,9.7009,9.7009,81.49945175,3.698340302,6.283291333,0.5,7.028892358,4.081048347,2.667413433,2.283291333,1.255,0.96275618
669,08-WS-Au-1,1.55248709,-3.008108026,1.709,4,10.36,2.07,2.58,2,9.7298,9.729799997,81.98576589,5.211904461,6.298192,0.8,-2.046017628,6.307890022,2.399631526,2.298192,1.255,0.96276129
670,08-WS-Au-1,1.60252647,-3.041988365,1.959833333,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,5.699977409,6.311223667,0.8,8.107026599,0.935619961,2.454070981,2.311223667,1.255,0.96276129
671,08-WS-Au-1,-0.48263266,-2.521594602,1.588,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.587909676,10.956497,0.8,3.930852525,4.138776156,5.29171981,0.956497,0.239,0.96276129
672,08-WS-Au-1,1.19970353,-3.014806279,1.3784,4,10.36,2.07,2.58,1,9.7298,9.729799997,81.98576589,4.918085211,6.290032,0.8,-1.622455,4.579245636,2.878999422,2.290032,1.255,0.96276129
673,08-WS-Au-1,1.23846969,-3.075870338,2.1225,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,3.11558481,6.293873667,0.8,0.49148702,4.070275621,2.625038339,2.293873667,1.255,0.96276129
674,08-WS-Au-1,1.20057997,-3.051645509,1.3788,4,10.36,2.07,2.58,1,9.7298,9.729799997,81.98576589,4.949812465,6.329431,0.8,0.040522339,1.899069966,2.880143605,2.329431,1.255,0.96276129
675,08-WS-Au-1,1.39056912,-2.361980741,1.901033333,4,9.566666667,1.651666667,2.506666667,3,9.7298,9.729799997,81.98576589,3.798708907,8.697420333,0.8,5.941932321,5.303033671,1.836659689,4.697420333,0.418333333,0.96276129
676,08-WS-Au-1,1.62536034,-3.008385923,1.953933333,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,5.687500253,6.282530333,0.8,-1.621426691,6.553859815,2.447268075,2.282530333,1.255,0.96276129
677,08-WS-Au-1,-0.48691574,-2.521594602,1.5894,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.589318098,10.956497,0.8,1.554012059,3.789418551,5.335666325,0.956497,0.239,0.96276129
678,08-WS-Au-1,-0.48252893,-2.521594602,1.5881,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.588015899,10.956497,0.8,2.538044879,4.072079846,5.290715767,0.956497,0.239,0.96276129
679,08-WS-Au-1,1.20058724,-3.014806279,1.3796,4,10.36,2.07,2.58,1,9.7298,9.729799997,81.98576589,4.959536929,6.290032,0.8,-1.620659142,4.595415438,2.880607379,2.290032,1.255,0.96276129
680,08-WS-Au-1,1.32563591,-3.041988365,2.1546,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,4.997250206,6.311223667,0.8,7.548596225,1.262884504,2.650326673,2.311223667,1.255,0.96276129
681,08-WS-Au-1,1.2685525,-3.075870338,2.1947,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,3.984251393,6.293873667,0.8,-0.624939032,4.079093223,2.685203663,2.293873667,1.255,0.96276129
682,08-WS-Au-1,-0.48897518,-2.521594602,1.5891,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.589063171,10.956497,0.8,2.585540985,2.399302182,5.342017602,0.956497,0.239,0.96276129
683,08-WS-Au-1,1.24051052,-3.075870338,2.120633333,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,3.069666466,6.293873667,0.8,0.484144916,4.074978983,2.624240638,2.293873667,1.255,0.96276129
684,08-WS-Au-1,-0.49140426,-2.521594602,1.5902,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.59010386,10.956497,0.8,4.232921807,4.356130043,5.373956814,0.956497,0.239,0.96276129
685,08-WS-Au-2,1.08517818,-3.094792495,2.208866667,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,3.157036876,6.304402333,0.8,3.182428258,3.005026266,2.703123752,2.304402333,1.255,0.96276129
686,08-WS-Au-2,-0.69746402,-2.485789622,1.5912,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.591186386,10.901578,0.8,2.658981471,2.17846747,5.377707743,0.901578,0.239,0.96276129
687,08-WS-Au-2,-0.32657883,-2.485789622,1.5798,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.579730412,10.901578,0.8,1.626611262,2.814218952,4.969112644,0.901578,0.239,0.96276129
688,08-WS-Au-2,1.06325002,-3.016391285,2.158166667,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,3.959075297,6.303558,0.8,-1.648746252,5.899251213,2.658872522,2.303558,1.255,0.96276129
689,08-WS-Au-2,1.03437433,-3.062048278,2.1266,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,3.121047748,6.272508667,0.8,8.641187485,1.203118647,2.629702933,2.272508667,1.255,0.96276129
690,08-WS-Au-2,1.20812152,-2.343335823,1.900133333,4,9.566666667,1.651666667,2.506666667,3,9.7298,9.729799997,81.98576589,5.168537413,8.664784,0.8,2.183731598,8.122572105,1.852084639,4.664784,0.418333333,0.96276129
691,08-WS-Au-2,-0.69372124,-2.485789622,1.5891,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.589032473,10.901578,0.8,0.734388271,2.297114691,5.346809015,0.901578,0.239,0.96276129
692,08-WS-Au-2,0.99814232,-3.003169135,1.3795,4,10.36,2.07,2.58,1,9.7298,9.729799997,81.98576589,4.794491941,6.305196,0.8,4.924859367,4.729517574,2.881293423,2.305196,1.255,0.96276129
693,08-WS-Au-2,-0.69633046,-2.485789622,1.5894,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.589375334,10.901578,0.8,2.545250474,2.18541278,5.365953416,0.901578,0.239,0.96276129
694,08-WS-Au-2,-0.69449922,-2.485789622,1.5901,10,9.225,2.309,2.54,1,9.7298,9.729799997,81.98576589,1.590058647,10.901578,0.8,0.99908227,4.065584854,5.344528143,0.901578,0.239,0.96276129
695,08-WS-Au-2,1.06065848,-3.016391285,2.149466667,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,3.804935535,6.303558,0.8,-2.182952963,6.860697284,2.649015814,2.303558,1.255,0.96276129
696,08-WS-Au-2,1.03472235,-3.067764574,2.122866667,4,10.36,2.07,2.58,3,9.7298,9.729799997,81.98576589,3.077886529,6.304916667,0.8,1.669963534,5.963636307,2.625456823,2.304916667,1.255,0.96276129
697,08-WS-Au-2,0.99521272,-3.019328501,1.3791,4,10.36,2.07,2.58,1,9.7298,9.729799997,81.98576589,4.930470272,6.312783,0.8,3.152213936,7.494093634,2.880320921,2.312783,1.255,0.96276129
698,12-WS-Au-1,1.25442,-2.839448022,1.377,4,10.36,2.07,2.58,1,9.7684,9.768399996,82.63756303,8.490628965,6.271109,1.2,-1.638954225,6.598869155,-2.949733321,2.271109,1.255,0.96282542
699,12-WS-Au-1,1.63133981,-3.047075315,1.968633333,4,10.36,2.07,2.58,3,9.7684,9.768399996,82.63756303,5.715459754,6.302413667,1.2,8.139491261,0.939319895,2.457228973,2.302413667,1.255,0.96282542
700,12-WS-Au-1,1.40048955,-2.334503293,1.903166667,4,9.566666667,1.651666667,2.506666667,3,9.7684,9.768399996,82.63756303,5.142515233,8.677204333,1.2,-1.630362588,3.452841826,1.840847197,4.677204333,0.418333333,0.96282542
701,12-WS-Au-1,1.24521985,-3.075377333,2.139933333,4,10.36,2.07,2.58,3,9.7684,9.768399996,82.63756303,3.114434049,6.302892,1.2,0.501317835,4.103656832,2.636598051,2.302892,1.255,0.96282542
702,12-WS-Au-1,-0.48921259,-2.505939678,1.5896,10,9.225,2.309,2.54,1,9.7684,9.768399996,82.63756303,1.589527405,10.964114,1.2,4.20388054,4.348891678,5.359646229,0.964114,0.239,0.96282542
703,12-WS-Au-1,1.37895578,-2.348365107,1.9115,4,9.566666667,1.651666667,2.506666667,3,9.7684,9.768399996,82.63756303,3.799747681,8.686369333,1.2,0.560861384,5.314877391,1.847350836,4.686369333,0.418333333,0.96282542
704,12-WS-Au-1,1.64965162,-3.01396509,1.967733333,4,10.36,2.07,2.58,3,9.7684,9.768399996,82.63756303,5.701707082,6.313748333,1.2,-1.629439683,6.579116286,2.458040375,2.313748333,1.255,0.96282542
705,12-WS-Au-1,1.19274294,-3.012333658,1.3789,4,10.36,2.07,2.58,1,9.7684,9.768399996,82.63756303,4.972226028,6.337379,1.2,-1.627525559,4.638252225,2.875917119,2.337379,1.255,0.96282542
